Match_ID,Match_Date,Match,Winner,Loser,WinLoss,Championship_Match,Promotion,Match_Type,Stipulation,Event,Event_Name,Event_Type
578,2006-01-23,John Cena & Ric Flair vs Chris Masters & Edge,John Cena & Ric Flair,Chris Masters & Edge,Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE Monday Night RAW ,WWE Monday Night RAW,Televised
577,2006-01-22,John Cena vs Edge,John Cena,Edge,Win,WWE Championship,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
576,2006-01-21,John Cena vs Edge,John Cena,Edge,Win,WWE Championship,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
575,2006-01-20,John Cena vs Edge,John Cena,Edge,Win,WWE Championship,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
574,2006-01-15,John Cena vs Edge,John Cena,Edge,Win,WWE Championship,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
573,2006-01-14,John Cena vs Edge,John Cena,Edge,Win,WWE Championship,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
572,2006-01-13,John Cena vs Edge,John Cena,Edge,Win,WWE Championship,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
571,2006-01-09,John Cena vs Kurt Angle,John Cena,Kurt Angle,Win,Exhibition,WWE,Singles,No Stipulation,WWE Monday Night RAW ,WWE Monday Night RAW,Non-Televised
570,2006-01-08,Edge vs John Cena,Edge,John Cena,Loss,WWE Championship,WWE,Singles,No Stipulation,WWE New Year's Revolution 2006,WWE New Year's Revolution ,PPV/PLE
569,2006-01-08,John Cena vs Carlito and Chris Masters and Kane and Kurt Angle and Shawn Michaels,John Cena,Carlito and Chris Masters and Kane and Kurt Angle and Shawn Michaels,Win,WWE Championship,WWE,Singles,Elimination Chamber,WWE New Year's Revolution 2006,WWE New Year's Revolution ,PPV/PLE
568,2006-01-02,John Cena vs Kurt Angle and Triple H,John Cena,Kurt Angle and Triple H,Win,WWE Championship,WWE,Triple Threat,No Stipulation,WWE Monday Night RAW ,WWE Monday Night RAW,Non-Televised
567,2006-01-02,Kurt Angle vs John Cena,Kurt Angle,John Cena,Loss,Exhibition,WWE,Singles,First Blood,WWE Monday Night RAW ,WWE Monday Night RAW,Televised
566,2005-12-30,John Cena vs Kurt Angle,John Cena,Kurt Angle,Win,WWE Championship,WWE,Singles,Steel Cage,WWE RAW House Show,WWE House Show,Non-Televised
565,2005-12-29,John Cena & Ric Flair vs Chris Masters & Triple H,John Cena & Ric Flair,Chris Masters & Triple H,Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
564,2005-12-28,John Cena vs Kurt Angle,John Cena,Kurt Angle,Win,WWE Championship,WWE,Singles,Steel Cage,WWE RAW House Show,WWE House Show,Non-Televised
563,2005-12-27,John Cena vs Kurt Angle,John Cena,Kurt Angle,Win,WWE Championship,WWE,Singles,Steel Cage,WWE RAW House Show,WWE House Show,Non-Televised
562,2005-12-26,John Cena vs Shelton Benjamin,John Cena,Shelton Benjamin,Win,Exhibition,WWE,Singles,Beat The Clock,WWE Monday Night RAW ,WWE Monday Night RAW,Televised
561,2005-12-18,John Cena vs Kurt Angle,John Cena,Kurt Angle,Win,WWE Championship,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
560,2005-12-17,John Cena vs Kurt Angle,John Cena,Kurt Angle,Win,WWE Championship,WWE,Singles,Street Fight,WWE RAW House Show,WWE House Show,Non-Televised
559,2005-12-12,John Cena vs Daivari,John Cena,Daivari,Win,Exhibition,WWE,Singles,Blindfold,WWE Monday Night RAW ,WWE Monday Night RAW,Televised
558,2005-12-09,John Cena vs Chris Masters,John Cena,Chris Masters,Win,Exhibition,WWE,Singles,No Stipulation,WWE Monday Night RAW ,WWE Monday Night RAW,Televised
557,2005-12-04,John Cena vs Chris Masters and Kurt Angle,John Cena,Chris Masters and Kurt Angle,Win,WWE Championship,WWE,Triple Threat,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
556,2005-12-03,John Cena vs Kurt Angle,John Cena,Kurt Angle,Win,WWE Championship,WWE,Singles,Street Fight,WWE RAW House Show,WWE House Show,Non-Televised
555,2005-11-28,John Cena vs Chris Masters and Kurt Angle,John Cena,Chris Masters and Kurt Angle,Win,WWE Championship,WWE,Triple Threat,No Holds Barred,WWE Monday Night RAW ,WWE Monday Night RAW,Televised
554,2005-11-27,John Cena vs Kurt Angle,John Cena,Kurt Angle,Win,WWE Championship,WWE,Singles,Special Referee,WWE Survivor Series 2005,WWE Survivor Series ,PPV/PLE
553,2005-11-20,John Cena vs Triple H,John Cena,Triple H,Win,WWE Championship,WWE,Singles,Street Fight,WWE Road To Survivor Series Tour 2005 - Tag 12,WWE House Show,Non-Televised
552,2005-11-20,John Cena vs Kurt Angle,John Cena,Kurt Angle,Win,WWE Championship,WWE,Singles,No Stipulation,WWE Road To Survivor Series Tour 2005 - Tag 11,WWE House Show,Non-Televised
551,2005-11-19,John Cena vs Kurt Angle,John Cena,Kurt Angle,Win,WWE Championship,WWE,Singles,No Stipulation,WWE Road To Survivor Series Tour 2005 - Tag 10,WWE House Show,Non-Televised
550,2005-11-18,John Cena vs Triple H,John Cena,Triple H,Win,WWE Championship,WWE,Singles,Street Fight,WWE Road To Survivor Series Tour 2005 - Tag 8,WWE House Show,Non-Televised
549,2005-11-17,John Cena vs Kurt Angle,John Cena,Kurt Angle,Win,WWE Championship,WWE,Singles,Steel Cage,WWE Road To Survivor Series Tour 2005 - Tag 6,WWE House Show,Non-Televised
548,2005-11-16,John Cena vs Triple H,John Cena,Triple H,Win,WWE Championship,WWE,Singles,No Stipulation,WWE Road To Survivor Series Tour 2005 - Tag 4,WWE House Show,Non-Televised
547,2005-11-15,John Cena vs Kurt Angle,John Cena,Kurt Angle,Win,WWE Championship,WWE,Singles,Special Referee,WWE Road To Survivor Series Tour 2005 - Tag 2,WWE House Show,Non-Televised
546,2005-11-13,John Cena vs Randy Orton,John Cena,Randy Orton,Win,Exhibition,WWE,Singles,No Stipulation,WWE Monday Night RAW ,WWE Monday Night RAW,Televised
545,2005-11-07,Chris Masters & Kurt Angle vs John Cena & Shawn Michaels,Chris Masters & Kurt Angle,John Cena & Shawn Michaels,Loss,Exhibition,WWE,2 vs 2 Tag Team,Special Referee,WWE Monday Night RAW ,WWE Monday Night RAW,Televised
544,2005-11-01,John Cena vs Kurt Angle and Shawn Michaels,John Cena,Kurt Angle and Shawn Michaels,Win,WWE Championship,WWE,Triple Threat,No Stipulation,WWE Taboo Tuesday 2005,WWE Taboo Tuesday ,PPV/PLE
543,2005-10-31,John Cena vs. Shawn Michaels,No Contest,No Contest,No Contest,Exhibition,WWE,Singles,No Stipulation,WWE Monday Night RAW ,WWE Monday Night RAW,Televised
542,2005-10-29,John Cena vs Kurt Angle,John Cena,Kurt Angle,Win,WWE Championship,WWE,Singles,Street Fight,WWE RAW House Show,WWE House Show,Non-Televised
541,2005-10-28,John Cena vs Triple H,John Cena,Triple H,Win,WWE Championship,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
540,2005-10-27,John Cena vs Kurt Angle,John Cena,Kurt Angle,Win,WWE Championship,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
539,2005-10-24,Kurt Angle vs John Cena,Kurt Angle,John Cena,Loss,Exhibition,WWE,Singles,Special Referee,WWE Monday Night RAW ,WWE Monday Night RAW,Televised
538,2005-10-23,John Cena vs Kurt Angle,John Cena,Kurt Angle,Win,WWE Championship,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
537,2005-10-22,John Cena vs Kurt Angle,John Cena,Kurt Angle,Win,WWE Championship,WWE,Singles,No Disqualification,WWE RAW/SmackDown Supershow,WWE RAW/SmackDown Supershow,Non-Televised
536,2005-10-21,John Cena vs Kurt Angle,John Cena,Kurt Angle,Win,WWE Championship,WWE,Singles,No Stipulation,WWE RAW/SmackDown Supershow,WWE RAW/SmackDown Supershow,Non-Televised
535,2005-10-16,John Cena vs Kurt Angle,John Cena,Kurt Angle,Win,WWE Championship,WWE,Singles,No Disqualification,WWE RAW House Show,WWE House Show,Non-Televised
534,2005-10-15,John Cena vs Kurt Angle,John Cena,Kurt Angle,Win,WWE Championship,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
533,2005-10-14,John Cena vs Kurt Angle,John Cena,Kurt Angle,Win,WWE Championship,WWE,Singles,No Disqualification,WWE RAW House Show,WWE House Show,Non-Televised
532,2005-10-10,"Carlito, Edge & Kurt Angle vs John Cena, Shawn Michaels & The Big Show","Carlito, Edge & Kurt Angle","John Cena, Shawn Michaels & The Big Show",Loss,Exhibition,WWE,3 vs 3 Tag Team,No Stipulation,WWE Monday Night RAW ,WWE Monday Night RAW,Televised
531,2005-10-08,John Cena vs Kurt Angle,John Cena,Kurt Angle,Win,WWE Championship,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
530,2005-10-03,John Cena vs Eric Bischoff,John Cena,Eric Bischoff,Win,WWE Championship,WWE,Singles,No Disqualification,WWE Monday Night RAW ,WWE Monday Night RAW,Televised
529,2005-10-01,John Cena vs Kurt Angle,John Cena,Kurt Angle,Win,WWE Championship,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
528,2005-09-30,John Cena vs Kurt Angle,John Cena,Kurt Angle,Win,WWE Championship,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
527,2005-09-26,Carlito & Chris Masters vs John Cena & Shawn Michaels,Carlito & Chris Masters,John Cena & Shawn Michaels,Loss,Exhibition,WWE,2 vs 2 Tag Team,Tables,WWE RAW ,WWE Monday Night RAW,Televised
526,2005-09-19,"John Cena, Matt Hardy, Shawn Michaels & The Big Show vs Chris Masters, Edge, Kurt Angle & Snitsky","John Cena, Matt Hardy, Shawn Michaels & The Big Show","Chris Masters, Edge, Kurt Angle & Snitsky",Win,Exhibition,WWE,4 vs 4 Tag Team,No Stipulation,WWE RAW ,WWE Monday Night RAW,Televised
525,2005-09-18,Kurt Angle vs John Cena,Kurt Angle,John Cena,Loss,WWE Championship,WWE,Singles,No Stipulation,WWE Unforgiven 2005,WWE Unforgiven ,PPV/PLE
524,2005-09-12,John Cena vs Kurt Angle & Tyson Tomko,John Cena,Kurt Angle & Tyson Tomko,Win,Exhibition,WWE,1 vs 2 Handicap Match,No Stipulation,WWE RAW ,WWE Monday Night RAW,Televised
523,2005-09-11,John Cena vs Kurt Angle & Tyson Tomko,John Cena,Kurt Angle & Tyson Tomko,Win,Exhibition,WWE,1 vs 2 Handicap Match,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
522,2005-09-10,John Cena vs Kurt Angle & Tyson Tomko,John Cena,Kurt Angle & Tyson Tomko,Win,Exhibition,WWE,1 vs 2 Handicap Match,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
521,2005-09-09,John Cena vs Kurt Angle,John Cena,Kurt Angle,Win,WWE Championship,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
520,2005-09-05,John Cena vs Tyson Tomko,John Cena,Tyson Tomko,Win,Exhibition,WWE,Singles,No Stipulation,WWE RAW ,WWE Monday Night RAW,Televised
519,2005-09-04,John Cena vs Kurt Angle,John Cena,Kurt Angle,Win,WWE Championship,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
518,2005-09-03,John Cena vs Kurt Angle,John Cena,Kurt Angle,Win,WWE Championship,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
517,2005-09-02,John Cena vs Kurt Angle,John Cena,Kurt Angle,Win,WWE Championship,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
516,2005-08-28,John Cena vs Kurt Angle and Shawn Michaels,John Cena,Kurt Angle and Shawn Michaels,Win,WWE Championship,WWE,Triple Threat,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
515,2005-08-27,John Cena vs Kurt Angle and Shawn Michaels,John Cena,Kurt Angle and Shawn Michaels,Win,WWE Championship,WWE,Triple Threat,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
514,2005-08-26,John Cena vs Kurt Angle and Shawn Michaels,John Cena,Kurt Angle and Shawn Michaels,Win,WWE Championship,WWE,Triple Threat,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
513,2005-08-22,John Cena vs Chris Jericho,John Cena,Chris Jericho,Win,WWE Championship,WWE,Singles,Loser Leaves Town,WWE RAW ,WWE Monday Night RAW,Televised
512,2005-08-21,John Cena vs Chris Jericho,John Cena,Chris Jericho,Win,WWE Championship,WWE,Singles,No Stipulation,WWE SummerSlam 2005,WWE SummerSlam ,PPV/PLE
511,2005-08-15,"Batista, Hulk Hogan & John Cena vs John Bradshaw Layfield, Kurt Angle & Shawn Michaels","Batista, Hulk Hogan & John Cena","John Bradshaw Layfield, Kurt Angle & Shawn Michaels",Win,Exhibition,WWE,3 vs 3 Tag Team,No Stipulation,WWE RAW ,WWE Monday Night RAW,Non-Televised
510,2005-08-15,John Cena vs Carlito & Chris Jericho,John Cena,Carlito & Chris Jericho,Win,Exhibition,WWE,1 vs 2 Handicap Match,No Stipulation,WWE RAW ,WWE Monday Night RAW,Televised
509,2005-08-12,John Cena vs Edge,John Cena,Edge,Win,WWE Championship,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
508,2005-08-08,"Batista, Hulk Hogan & John Cena vs John Bradshaw Layfield, Kurt Angle & Shawn Michaels","Batista, Hulk Hogan & John Cena","John Bradshaw Layfield, Kurt Angle & Shawn Michaels",Win,Exhibition,WWE,3 vs 3 Tag Team,No Stipulation,WWE RAW ,WWE Monday Night RAW,Non-Televised
507,2005-08-01,John Cena vs Carlito,John Cena,Carlito,Win,WWE Championship,WWE,Singles,Special Referee,WWE RAW ,WWE Monday Night RAW,Televised
506,2005-07-31,John Cena vs Edge,John Cena,Edge,Win,WWE Championship,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
505,2005-07-30,John Cena vs Edge,John Cena,Edge,Win,WWE Championship,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
504,2005-07-29,John Cena vs Edge,John Cena,Edge,Win,WWE Championship,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
503,2005-07-25,Carlito vs John Cena,Carlito,John Cena,Loss,Exhibition,WWE,Singles,Special Referee,WWE RAW ,WWE Monday Night RAW,Televised
502,2005-07-24,John Cena vs Chris Jericho,John Cena,Chris Jericho,Win,WWE Championship,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
501,2005-07-23,John Cena vs Chris Jericho,John Cena,Chris Jericho,Win,WWE Championship,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
500,2005-07-18,"Batista, Hulk Hogan & John Cena vs John Bradshaw Layfield, Shawn Michaels & Triple H","Batista, Hulk Hogan & John Cena","John Bradshaw Layfield, Shawn Michaels & Triple H",Win,Exhibition,WWE,3 vs 3 Tag Team,No Stipulation,WWE RAW ,WWE Monday Night RAW,Non-Televised
499,2005-07-18,John Cena vs Gene Snitsky,John Cena,Gene Snitsky,Win,Exhibition,WWE,Singles,Lumberjack,WWE RAW ,WWE Monday Night RAW,Televised
498,2005-07-17,John Cena vs Triple H,John Cena,Triple H,Win,WWE Championship,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
497,2005-07-16,John Cena vs Triple H,John Cena,Triple H,Win,WWE Championship,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
496,2005-07-15,John Cena vs Triple H,John Cena,Triple H,Win,WWE Championship,WWE,Singles,No Stipulation,WWE RAW House Show,WWE House Show,Non-Televised
495,2005-07-11,Batista & John Cena vs John Bradshaw Layfield & Triple H,Batista & John Cena,John Bradshaw Layfield & Triple H,Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE RAW ,WWE Monday Night RAW,Non-Televised
494,2005-07-02,John Cena vs John Bradshaw Layfield & Orlando Jordan,John Cena,John Bradshaw Layfield & Orlando Jordan,Win,Exhibition,WWE,1 vs 2 Handicap Match,No Stipulation,WWE RAW/SmackDown Supershow,WWE RAW/SmackDown Supershow,Non-Televised
493,2005-07-01,Batista & John Cena vs John Bradshaw Layfield & Triple H,Batista & John Cena,John Bradshaw Layfield & Triple H,Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE RAW/SmackDown Supershow,WWE RAW/SmackDown Supershow,Non-Televised
492,2005-06-30,Batista & John Cena vs John Bradshaw Layfield & Triple H,Batista & John Cena,John Bradshaw Layfield & Triple H,Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE RAW/SmackDown Supershow,WWE RAW/SmackDown Supershow,Non-Televised
491,2005-06-27,"Hulk Hogan, John Cena & Shawn Michaels vs Chris Jericho, Christian & Tyson Tomko","Hulk Hogan, John Cena & Shawn Michaels","Chris Jericho, Christian & Tyson Tomko",Win,Exhibition,WWE,3 vs 3 Tag Team,No Stipulation,WWE RAW ,WWE Monday Night RAW,Televised
490,2005-06-26,John Cena vs Chris Jericho and Christian,John Cena,Chris Jericho and Christian,Win,WWE Championship,WWE,Triple Threat,No Stipulation,WWE Vengeance 2005,WWE Vengeance ,PPV/PLE
489,2005-06-20,John Cena vs Muhammad Hassan,John Cena,Muhammad Hassan,Win,WWE Championship,WWE,Singles,No Stipulation,WWE RAW ,WWE Monday Night RAW,Televised
488,2005-06-19,John Cena vs John Bradshaw Layfield and Kurt Angle,John Cena,John Bradshaw Layfield and Kurt Angle,Win,WWE Championship,WWE,Triple Threat,Special Referee,WWE SmackDown House Show,WWE House Show,Non-Televised
487,2005-06-18,John Cena vs John Bradshaw Layfield and Kurt Angle,John Cena,John Bradshaw Layfield and Kurt Angle,Win,WWE Championship,WWE,Triple Threat,Special Enforcer Steve Austin),WWE SmackDown House Show,WWE House Show,Non-Televised
486,2005-06-17,John Cena vs John Bradshaw Layfield & Orlando Jordan,John Cena,John Bradshaw Layfield & Orlando Jordan,Win,Exhibition,WWE,1 vs 2 Handicap Match,Special Referee,WWE SmackDown House Show,WWE House Show,Non-Televised
485,2005-06-16,John Cena vs John Bradshaw Layfield and Kurt Angle,John Cena,John Bradshaw Layfield and Kurt Angle,Win,WWE Championship,WWE,Triple Threat,Special Referee,WWE SmackDown House Show,WWE House Show,Non-Televised
484,2005-06-13,Chris Jericho & John Cena vs Christian & Tyson Tomko,Chris Jericho & John Cena,Christian & Tyson Tomko,Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE RAW ,WWE Monday Night RAW,Televised
483,2005-06-05,John Cena vs John Bradshaw Layfield & Orlando Jordan,John Cena,John Bradshaw Layfield & Orlando Jordan,Win,Exhibition,WWE,1 vs 2 Handicap Match,No Stipulation,WWE SmackDown House Show,WWE House Show,Non-Televised
482,2005-06-04,John Cena vs John Bradshaw Layfield & Orlando Jordan,John Cena,John Bradshaw Layfield & Orlando Jordan,Win,Exhibition,WWE,1 vs 2 Handicap Match,No Stipulation,WWE SmackDown House Show,WWE House Show,Non-Televised
481,2005-05-31,John Cena & The Big Show vs Carlito Caribbean Cool & Matt Morgan,John Cena & The Big Show,Carlito Caribbean Cool & Matt Morgan,Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE SmackDown ,WWE SmackDown,Televised
480,2005-05-29,John Cena vs Kurt Angle,John Cena,Kurt Angle,Win,WWE Championship,WWE,Singles,Steel Cage,WWE SmackDown House Show,WWE House Show,Non-Televised
479,2005-05-28,John Cena vs Kurt Angle,John Cena,Kurt Angle,Win,WWE Championship,WWE,Singles,Steel Cage,WWE SmackDown House Show,WWE House Show,Non-Televised
478,2005-05-22,John Cena vs John Bradshaw Layfield,John Cena,John Bradshaw Layfield,Win,WWE Championship,WWE,Singles,I Quit,WWE Judgment Day 2005,WWE Judgment Day ,PPV/PLE
477,2005-05-17,John Cena vs The Basham Brothers (Danny Basham & Doug Basham),John Cena,The Basham Brothers (Danny Basham & Doug Basham),Win,Exhibition,WWE,1 vs 2 Handicap Match,No Stipulation,WWE SmackDown ,WWE SmackDown,Televised
476,2005-05-15,John Cena vs John Bradshaw Layfield & Orlando Jordan,John Cena,John Bradshaw Layfield & Orlando Jordan,Win,Exhibition,WWE,1 vs 2 Handicap Match,Special Referee,WWE SmackDown House Show,WWE House Show,Non-Televised
475,2005-05-14,John Cena vs John Bradshaw Layfield & Orlando Jordan,John Cena,John Bradshaw Layfield & Orlando Jordan,Win,Exhibition,WWE,1 vs 2 Handicap Match,Special Referee,WWE SmackDown House Show,WWE House Show,Non-Televised
474,2005-05-09,John Cena vs John Bradshaw Layfield & Orlando Jordan,John Cena,John Bradshaw Layfield & Orlando Jordan,Win,Exhibition,WWE,1 vs 2 Handicap Match,No Stipulation,WWE SmackDown House Show,WWE House Show,Non-Televised
473,2005-05-08,John Cena vs John Bradshaw Layfield & Orlando Jordan,John Cena,John Bradshaw Layfield & Orlando Jordan,Win,Exhibition,WWE,1 vs 2 Handicap Match,No Stipulation,WWE SmackDown House Show,WWE House Show,Non-Televised
472,2005-05-07,John Cena vs John Bradshaw Layfield & Orlando Jordan,John Cena,John Bradshaw Layfield & Orlando Jordan,Win,Exhibition,WWE,1 vs 2 Handicap Match,No Stipulation,WWE SmackDown House Show,WWE House Show,Non-Televised
471,2005-04-26,John Cena vs Rene Dupree,John Cena,Rene Dupree,Win,Exhibition,WWE,Singles,No Stipulation,WWE SmackDown ,WWE SmackDown,Televised
470,2005-04-25,John Cena & The Big Show vs John Bradshaw Layfield & Orlando Jordan,John Cena & The Big Show,John Bradshaw Layfield & Orlando Jordan,Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE SmackDown House Show,WWE House Show,Non-Televised
469,2005-04-24,John Cena vs John Bradshaw Layfield,John Cena,John Bradshaw Layfield,Win,WWE Championship,WWE,Singles,No Stipulation,WWE SmackDown House Show,WWE House Show,Non-Televised
468,2005-04-23,John Cena & The Big Show vs John Bradshaw Layfield & Orlando Jordan,John Cena & The Big Show,John Bradshaw Layfield & Orlando Jordan,Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE SmackDown House Show,WWE House Show,Non-Televised
467,2005-04-22,John Cena & The Big Show vs John Bradshaw Layfield & Orlando Jordan,John Cena & The Big Show,John Bradshaw Layfield & Orlando Jordan,Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE SmackDown House Show,WWE House Show,Non-Televised
466,2005-04-21,John Cena & The Big Show vs John Bradshaw Layfield & Kurt Angle,John Cena & The Big Show,John Bradshaw Layfield & Kurt Angle,Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE SmackDown House Show,WWE House Show,Non-Televised
465,2005-04-20,John Cena vs John Bradshaw Layfield,John Cena,John Bradshaw Layfield,Win,WWE Championship,WWE,Singles,No Stipulation,WWE SmackDown House Show,WWE House Show,Non-Televised
464,2005-04-18,John Cena vs Orlando Jordan,John Cena,Orlando Jordan,Win,Exhibition,WWE,Singles,No Stipulation,WWE SmackDown ,WWE SmackDown,Televised
463,2005-04-10,John Cena & The Big Show vs John Bradshaw Layfield & Orlando Jordan,John Cena & The Big Show,John Bradshaw Layfield & Orlando Jordan,Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE SmackDown House Show,WWE House Show,Non-Televised
462,2005-04-09,John Cena vs John Bradshaw Layfield,John Cena,John Bradshaw Layfield,Win,WWE Championship,WWE,Singles,No Stipulation,WWE SmackDown WrestleMania Revenge,WWE House Show,Non-Televised
461,2005-04-08,John Cena & The Big Show vs John Bradshaw Layfield & Orlando Jordan,John Cena & The Big Show,John Bradshaw Layfield & Orlando Jordan,Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE SmackDown House Show,WWE House Show,Non-Televised
460,2005-04-03,John Cena vs John Bradshaw Layfield,John Cena,John Bradshaw Layfield,Win,WWE Championship,WWE,Singles,No Stipulation,"WWE WrestleMania 21 - ""WrestleMania Goes Hollywood""",WWE WrestleMania,PPV/PLE
459,2005-03-29,Carlito Caribbean Cool vs. John Cena,No Contest,No Contest,No Contest,Exhibition,WWE,Singles,No Stipulation,WWE SmackDown ,WWE SmackDown,Televised
458,2005-03-21,John Cena & The Big Show vs John Bradshaw Layfield & Orlando Jordan,John Cena & The Big Show,John Bradshaw Layfield & Orlando Jordan,Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE SmackDown House Show,WWE House Show,Non-Televised
457,2005-03-21,John Cena vs John Bradshaw Layfield,John Cena,John Bradshaw Layfield,Win,Exhibition,WWE,Singles,No Stipulation,WWE SmackDown House Show,WWE House Show,Non-Televised
456,2005-03-20,John Cena & The Big Show vs John Bradshaw Layfield & Kurt Angle,John Cena & The Big Show,John Bradshaw Layfield & Kurt Angle,Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE SmackDown House Show,WWE House Show,Non-Televised
455,2005-03-20,John Cena vs John Bradshaw Layfield,John Cena,John Bradshaw Layfield,Win,WWE Championship,WWE,Singles,No Stipulation,WWE SmackDown House Show,WWE House Show,Non-Televised
454,2005-03-20,John Cena vs Booker T,John Cena,Booker T,Win,Contendership,WWE,Singles,No Stipulation,WWE SmackDown House Show,WWE House Show,Non-Televised
453,2005-03-20,John Cena vs Kurt Angle,John Cena,Kurt Angle,Win,Contendership,WWE,Singles,No Stipulation,WWE SmackDown House Show,WWE House Show,Non-Televised
452,2005-03-19,John Cena & The Big Show vs John Bradshaw Layfield & Orlando Jordan,John Cena & The Big Show,John Bradshaw Layfield & Orlando Jordan,Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE SmackDown House Show,WWE House Show,Non-Televised
451,2005-03-19,John Cena vs John Bradshaw Layfield,John Cena,John Bradshaw Layfield,Win,Exhibition,WWE,Singles,No Stipulation,WWE SmackDown House Show,WWE House Show,Non-Televised
450,2005-03-15,"Eddie Guerrero, John Cena & Rey Mysterio vs John Bradshaw Layfield & The Basham Brothers (Danny Basham & Doug Basham)","Eddie Guerrero, John Cena & Rey Mysterio",John Bradshaw Layfield & The Basham Brothers (Danny Basham & Doug Basham),Win,Exhibition,WWE,3 vs 3 Tag Team,No Stipulation,WWE SmackDown ,WWE SmackDown,Televised
449,2005-03-13,John Cena & The Big Show vs John Bradshaw Layfield & Orlando Jordan,John Cena & The Big Show,John Bradshaw Layfield & Orlando Jordan,Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE SmackDown House Show,WWE House Show,Non-Televised
448,2005-03-13,John Cena vs John Bradshaw Layfield,John Cena,John Bradshaw Layfield,Win,Exhibition,WWE,Singles,No Stipulation,WWE SmackDown House Show,WWE House Show,Non-Televised
447,2005-03-12,John Cena & The Big Show vs John Bradshaw Layfield & Orlando Jordan,John Cena & The Big Show,John Bradshaw Layfield & Orlando Jordan,Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE SmackDown House Show,WWE House Show,Non-Televised
446,2005-03-12,John Cena vs John Bradshaw Layfield,John Cena,John Bradshaw Layfield,Win,Exhibition,WWE,Singles,No Stipulation,WWE SmackDown House Show,WWE House Show,Non-Televised
445,2005-03-07,John Cena & The Big Show vs John Bradshaw Layfield & Orlando Jordan,John Cena & The Big Show,John Bradshaw Layfield & Orlando Jordan,Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE SmackDown House Show,WWE House Show,Non-Televised
