Match_ID,Match_Date,Match,Winner,Loser,WinLoss,Championship_Match,Promotion,Match_Type,Stipulation,Event,Event_Name,Event_Type
2326,2025-12-13,Gunther vs John Cena,Gunther,John Cena,Loss,Exhibition,WWE,Singles,No Stipulation,WWE Saturday Night's Main Event ,WWE Saturday Night's Main Event ,PPV/PLE
2325,2025-11-29,Dominik Mysterio vs John Cena,Dominik Mysterio,John Cena,Loss,WWE Intercontinental Championship,WWE,Singles,No Stipulation,WWE Survivor Series 2025 - WarGames,WWE Survivor Series ,PPV/PLE
2324,2025-11-17,"John Cena, Rey Mysterio & Sheamus vs The Judgment Day (Dominik Mysterio, Finn Balor & JD McDonagh)","John Cena, Rey Mysterio & Sheamus","The Judgment Day (Dominik Mysterio, Finn Balor & JD McDonagh)",Win,Exhibition,WWE,3 vs 3 Tag Team,No Stipulation,WWE Monday Night RAW ,WWE Monday Night RAW,Televised
2323,2025-11-10,John Cena vs Dominik Mysterio,John Cena,Dominik Mysterio,Win,WWE Intercontinental Championship,WWE,Singles,No Stipulation,WWE Monday Night RAW ,WWE Monday Night RAW,Televised
2322,2025-10-11,John Cena vs AJ Styles,John Cena,AJ Styles,Win,Exhibition,WWE,Singles,No Stipulation,WWE Crown Jewel 2025,WWE Crown Jewel ,PPV/PLE
2321,2025-09-20,Brock Lesnar vs John Cena,Brock Lesnar,John Cena,Loss,Exhibition,WWE,Singles,No Stipulation,WWE Wrestlepalooza,WWE Wrestlepalooza,PPV/PLE
2320,2025-09-05,Sami Zayn vs. John Cena,No Contest,No Contest,No Contest,WWE United States Championship,WWE,Singles,No Stipulation,WWE Friday Night SmackDown ,WWE SmackDown,Televised
2319,2025-08-31,John Cena vs Logan Paul,John Cena,Logan Paul,Win,Exhibition,WWE,Singles,No Stipulation,WWE Clash In Paris,WWE Clash In Paris,PPV/PLE
2318,2025-08-08,Cody Rhodes & John Cena vs Drew McIntyre & Logan Paul,Cody Rhodes & John Cena,Drew McIntyre & Logan Paul,Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE Friday Night SmackDown ,WWE SmackDown,Televised
2317,2025-08-03,Cody Rhodes vs John Cena,Cody Rhodes,John Cena,Loss,WWE Undisputed Championship,WWE,Singles,Street Fight,WWE SummerSlam 2025 - Sunday,WWE SummerSlam ,PPV/PLE
2316,2025-06-28,John Cena vs CM Punk,John Cena,CM Punk,Win,WWE Undisputed Championship,WWE,Singles,No Stipulation,WWE Night Of Champions 2025,WWE Night Of Champions ,PPV/PLE
2315,2025-06-20,R-Truth vs John Cena,R-Truth,John Cena,Loss,Exhibition,WWE,Singles,No Stipulation,WWE Friday Night SmackDown ,WWE SmackDown,Televised
2314,2025-06-07,Cody Rhodes & Jey Uso vs John Cena & Logan Paul,Cody Rhodes & Jey Uso,John Cena & Logan Paul,Loss,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE Money In The Bank 2025,WWE Money In The Bank ,PPV/PLE
2313,2025-05-24,John Cena vs R-Truth,John Cena,R-Truth,Win,Exhibition,WWE,Singles,No Stipulation,WWE Saturday Night's Main Event ,WWE Saturday Night's Main Event ,Televised
2312,2025-05-10,John Cena vs Randy Orton,John Cena,Randy Orton,Win,WWE Undisputed Championship,WWE,Singles,No Stipulation,WWE Backlash 2025,WWE Backlash ,PPV/PLE
2311,2025-04-20,John Cena vs Cody Rhodes,John Cena,Cody Rhodes,Win,WWE Undisputed Championship,WWE,Singles,No Stipulation,WWE WrestleMania 41 - Sunday,WWE WrestleMania,PPV/PLE
2310,2025-03-01,John Cena vs CM Punk and Damian Priest and Drew McIntyre and Logan Paul and Seth Rollins,John Cena,CM Punk and Damian Priest and Drew McIntyre and Logan Paul and Seth Rollins,Win,Contendership,WWE,Elimination Chamber,Elimination Chamber,WWE Elimination Chamber 2025,WWE Elimination Chamber ,PPV/PLE
2309,2025-02-01,Jey Uso vs AJ Styles and Andrade and Braun Strowman and Bron Breakker and Carmelo Hayes and Chad Gable and CM Punk and Damian Priest and Dominik Mysterio and Drew McIntyre and Finn Balor and IShowSpeed and Jacob Fatu and Jimmy Uso and Joe Hendry and John Cena and LA Knight and Logan Paul and Ludwig Kaiser and Otis and Penta and Rey Mysterio and Roman Reigns and Sami Zayn and Santos Escobar and Seth Rollins and Sheamus and Shinsuke Nakamura and The Miz,Jey Uso,AJ Styles and Andrade and Braun Strowman and Bron Breakker and Carmelo Hayes and Chad Gable and CM Punk and Damian Priest and Dominik Mysterio and Drew McIntyre and Finn Balor and IShowSpeed and Jacob Fatu and Jimmy Uso and Joe Hendry and John Cena and LA Knight and Logan Paul and Ludwig Kaiser and Otis and Penta and Rey Mysterio and Roman Reigns and Sami Zayn and Santos Escobar and Seth Rollins and Sheamus and Shinsuke Nakamura and The Miz,Loss,Contendership,WWE,Royal Rumble,Royal Rumble,WWE Royal Rumble 2025,WWE Royal Rumble ,PPV/PLE
2308,2024-04-08,"Awesome Truth (R-Truth & The Miz) & John Cena vs The Judgment Day (Dominik Mysterio, Finn Balor & JD McDonagh)",Awesome Truth (R-Truth & The Miz) & John Cena,"The Judgment Day (Dominik Mysterio, Finn Balor & JD McDonagh)",Win,Exhibition,WWE,3 vs 3 Tag Team,No Stipulation,WWE Monday Night RAW ,WWE Monday Night RAW,Televised
2307,2023-11-04,Solo Sikoa vs John Cena,Solo Sikoa,John Cena,Loss,Exhibition,WWE,Singles,No Stipulation,WWE Crown Jewel 2023,WWE Crown Jewel ,PPV/PLE
2306,2023-10-07,John Cena & LA Knight vs The Bloodline (Jimmy Uso & Solo Sikoa),John Cena & LA Knight,The Bloodline (Jimmy Uso & Solo Sikoa),Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE Fastlane 2023,WWE Fastlane ,PPV/PLE
2305,2023-10-06,"Cody Rhodes, Jey Uso, John Cena & LA Knight vs The Bloodline (Jimmy Uso & Solo Sikoa) & The Judgment Day (Dominik Mysterio & Finn Balor)","Cody Rhodes, Jey Uso, John Cena & LA Knight",The Bloodline (Jimmy Uso & Solo Sikoa) & The Judgment Day (Dominik Mysterio & Finn Balor),Win,Exhibition,WWE,3 vs 3 Tag Team,No Stipulation,WWE Friday Night SmackDown ,WWE SmackDown,Non-Televised
2304,2023-09-29,John Cena vs Dominik Mysterio,John Cena,Dominik Mysterio,Win,Exhibition,WWE,Singles,No Stipulation,WWE Friday Night SmackDown ,WWE SmackDown,Non-Televised
2303,2023-09-22,John Cena vs Montez Ford,John Cena,Montez Ford,Win,Exhibition,WWE,Singles,No Stipulation,WWE Friday Night SmackDown ,WWE SmackDown,Non-Televised
2302,2023-09-15,AJ Styles & John Cena vs The Bloodline (Jimmy Uso & Solo Sikoa),AJ Styles & John Cena,The Bloodline (Jimmy Uso & Solo Sikoa),Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE Friday Night SmackDown ,WWE SmackDown,Non-Televised
2301,2023-09-08,John Cena & Seth Rollins vs Imperium (Giovanni Vinci & Ludwig Kaiser),John Cena & Seth Rollins,Imperium (Giovanni Vinci & Ludwig Kaiser),Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE Superstar Spectacle 2023,WWE Superstar Spectacle ,Non-Televised
2300,2023-04-01,Austin Theory vs John Cena,Austin Theory,John Cena,Loss,WWE United States Championship,WWE,Singles,No Stipulation,WWE WrestleMania 39 - Saturday,WWE WrestleMania,PPV/PLE
2299,2022-12-30,John Cena & Kevin Owens vs The Bloodline (Roman Reigns & Sami Zayn),John Cena & Kevin Owens,The Bloodline (Roman Reigns & Sami Zayn),Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE Friday Night SmackDown ,WWE SmackDown,Televised
2298,2021-09-10,"John Cena & The Mysterios (Dominik Mysterio & Rey Mysterio) vs The Bloodline (Jey Uso, Jimmy Uso & Roman Reigns)",John Cena & The Mysterios (Dominik Mysterio & Rey Mysterio),"The Bloodline (Jey Uso, Jimmy Uso & Roman Reigns)",Win,Exhibition,WWE,3 vs 3 Tag Team,No Stipulation,WWE Friday Night SmackDown ,WWE SmackDown,Non-Televised
2297,2021-08-21,Roman Reigns vs John Cena,Roman Reigns,John Cena,Loss,WWE Universal Championship,WWE,Singles,No Stipulation,WWE SummerSlam 2021,WWE SummerSlam ,PPV/PLE
2296,2021-08-20,"John Cena & The Mysterios (Dominik Mysterio & Rey Mysterio) vs The Bloodline (Jey Uso, Jimmy Uso & Roman Reigns)",John Cena & The Mysterios (Dominik Mysterio & Rey Mysterio),"The Bloodline (Jey Uso, Jimmy Uso & Roman Reigns)",Win,Exhibition,WWE,3 vs 3 Tag Team,No Stipulation,WWE Friday Night SmackDown ,WWE SmackDown,Non-Televised
2295,2021-08-15,"John Cena & The Mysterios (Dominik Mysterio & Rey Mysterio) vs The Bloodline (Jey Uso, Jimmy Uso & Roman Reigns)",John Cena & The Mysterios (Dominik Mysterio & Rey Mysterio),"The Bloodline (Jey Uso, Jimmy Uso & Roman Reigns)",Win,Exhibition,WWE,3 vs 3 Tag Team,No Stipulation,WWE Live Supershow,WWE House Show,Non-Televised
2294,2021-08-14,"John Cena & The Mysterios (Dominik Mysterio & Rey Mysterio) vs The Bloodline (Jey Uso, Jimmy Uso & Roman Reigns)",John Cena & The Mysterios (Dominik Mysterio & Rey Mysterio),"The Bloodline (Jey Uso, Jimmy Uso & Roman Reigns)",Win,Exhibition,WWE,3 vs 3 Tag Team,No Stipulation,WWE Live Supershow,WWE House Show,Non-Televised
2293,2021-08-13,"John Cena & The Mysterios (Dominik Mysterio & Rey Mysterio) vs The Bloodline (Jey Uso, Jimmy Uso & Roman Reigns)",John Cena & The Mysterios (Dominik Mysterio & Rey Mysterio),"The Bloodline (Jey Uso, Jimmy Uso & Roman Reigns)",Win,Exhibition,WWE,3 vs 3 Tag Team,No Stipulation,WWE Friday Night SmackDown ,WWE SmackDown,Non-Televised
2292,2021-08-09,Damian Priest & John Cena vs Jinder Mahal & Veer,Damian Priest & John Cena,Jinder Mahal & Veer,Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE Monday Night RAW ,WWE Monday Night RAW,Non-Televised
2291,2021-08-07,"John Cena & The Mysterios (Dominik Mysterio & Rey Mysterio) vs The Bloodline (Jey Uso, Jimmy Uso & Roman Reigns)",John Cena & The Mysterios (Dominik Mysterio & Rey Mysterio),"The Bloodline (Jey Uso, Jimmy Uso & Roman Reigns)",Win,Exhibition,WWE,3 vs 3 Tag Team,No Stipulation,WWE Live Supershow,WWE House Show,Non-Televised
2290,2021-08-06,"John Cena & The Mysterios (Dominik Mysterio & Rey Mysterio) vs The Bloodline (Jey Uso, Jimmy Uso & Roman Reigns)",John Cena & The Mysterios (Dominik Mysterio & Rey Mysterio),"The Bloodline (Jey Uso, Jimmy Uso & Roman Reigns)",Win,Exhibition,WWE,3 vs 3 Tag Team,No Stipulation,WWE Friday Night SmackDown ,WWE SmackDown,Non-Televised
2289,2021-08-01,"Dominik Mysterio, John Cena & Rey Mysterio vs The Bloodline (Jey Uso, Jimmy Uso & Roman Reigns)","Dominik Mysterio, John Cena & Rey Mysterio","The Bloodline (Jey Uso, Jimmy Uso & Roman Reigns)",Win,Exhibition,WWE,3 vs 3 Tag Team,No Stipulation,WWE Live Supershow,WWE House Show,Non-Televised
2288,2021-07-31,"Dominik Mysterio, John Cena & Rey Mysterio vs The Bloodline (Jey Uso, Jimmy Uso & Roman Reigns)","Dominik Mysterio, John Cena & Rey Mysterio","The Bloodline (Jey Uso, Jimmy Uso & Roman Reigns)",Win,Exhibition,WWE,3 vs 3 Tag Team,No Stipulation,WWE Live Supershow,WWE House Show,Non-Televised
2287,2021-07-30,"John Cena & The Mysterios (Dominik Mysterio & Rey Mysterio) vs The Bloodline (Jey Uso, Jimmy Uso & Roman Reigns)",John Cena & The Mysterios (Dominik Mysterio & Rey Mysterio),"The Bloodline (Jey Uso, Jimmy Uso & Roman Reigns)",Win,Exhibition,WWE,3 vs 3 Tag Team,No Stipulation,WWE Friday Night SmackDown ,WWE SmackDown,Non-Televised
2286,2021-07-26,John Cena & Riddle vs Mace & T-BAR,John Cena & Riddle,Mace & T-BAR,Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE Monday Night RAW ,WWE Monday Night RAW,Non-Televised
2285,2021-07-25,"Dominik Mysterio, John Cena & Rey Mysterio vs The Bloodline (Jey Uso, Jimmy Uso & Roman Reigns)","Dominik Mysterio, John Cena & Rey Mysterio","The Bloodline (Jey Uso, Jimmy Uso & Roman Reigns)",Win,Exhibition,WWE,3 vs 3 Tag Team,No Stipulation,WWE Live Supershow,WWE House Show,Non-Televised
2284,2021-07-24,"Dominik Mysterio, John Cena & Rey Mysterio vs The Bloodline (Jey Uso, Jimmy Uso & Roman Reigns)","Dominik Mysterio, John Cena & Rey Mysterio","The Bloodline (Jey Uso, Jimmy Uso & Roman Reigns)",Win,Exhibition,WWE,3 vs 3 Tag Team,No Stipulation,WWE Live Supershow,WWE House Show,Non-Televised
2283,2021-07-23,"Dominik Mysterio, John Cena & Rey Mysterio vs The Bloodline (Jey Uso, Jimmy Uso & Roman Reigns)","Dominik Mysterio, John Cena & Rey Mysterio","The Bloodline (Jey Uso, Jimmy Uso & Roman Reigns)",Win,Exhibition,WWE,3 vs 3 Tag Team,No Stipulation,WWE Friday Night SmackDown ,WWE SmackDown,Non-Televised
2282,2020-03-26,The Fiend vs John Cena,The Fiend,John Cena,Loss,Exhibition,WWE,Singles,Firefly Fun House),WWE WrestleMania 36 - Tag 2,WWE WrestleMania,PPV/PLE
2281,2019-01-14,Finn Balor vs Baron Corbin and Drew McIntyre and John Cena,Finn Balor,Baron Corbin and Drew McIntyre and John Cena,Win,Contendership,WWE,Fatal 4-Way,No Stipulation,WWE Monday Night RAW ,WWE Monday Night RAW,Televised
2280,2019-01-13,John Cena vs Baron Corbin,John Cena,Baron Corbin,Win,Exhibition,WWE,Singles,No Disqualification,WWE Live,WWE House Show,Non-Televised
2279,2019-01-12,John Cena vs Baron Corbin,John Cena,Baron Corbin,Win,Exhibition,WWE,Singles,No Disqualification,WWE Live,WWE House Show,Non-Televised
2278,2019-01-11,John Cena vs Baron Corbin,John Cena,Baron Corbin,Win,Exhibition,WWE,Singles,No Disqualification,WWE Live,WWE House Show,Non-Televised
2277,2019-01-07,"Finn Balor, John Cena & Seth Rollins vs Bobby Lashley, Dean Ambrose & Drew McIntyre","Finn Balor, John Cena & Seth Rollins","Bobby Lashley, Dean Ambrose & Drew McIntyre",Win,Exhibition,WWE,3 vs 3 Tag Team,No Stipulation,WWE Monday Night RAW ,WWE Monday Night RAW,Televised
2276,2019-01-06,John Cena vs Baron Corbin,John Cena,Baron Corbin,Win,Exhibition,WWE,Singles,No Stipulation,WWE Live,WWE House Show,Non-Televised
2275,2019-01-05,John Cena vs Baron Corbin,John Cena,Baron Corbin,Win,Exhibition,WWE,Singles,No Stipulation,WWE Live,WWE House Show,Non-Televised
2274,2019-01-04,John Cena vs Baron Corbin,John Cena,Baron Corbin,Win,Exhibition,WWE,Singles,No Stipulation,WWE Live,WWE House Show,Non-Televised
2273,2018-12-30,John Cena vs The Miz,John Cena,The Miz,Win,Exhibition,WWE,Singles,No Stipulation,WWE Live,WWE House Show,Non-Televised
2272,2018-12-29,Becky Lynch & John Cena vs Andrade Almas & Zelina Vega,Becky Lynch & John Cena,Andrade Almas & Zelina Vega,Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE SmackDown Live ,WWE SmackDown,Televised
2271,2018-12-28,Daniel Bryan vs John Cena,Daniel Bryan,John Cena,Loss,WWE Championship,WWE,Singles,Steel Cage,WWE Live,WWE House Show,Non-Televised
2270,2018-12-27,Daniel Bryan vs John Cena,Daniel Bryan,John Cena,Loss,WWE Championship,WWE,Singles,Steel Cage,WWE Live,WWE House Show,Non-Televised
2269,2018-12-26,John Cena vs Baron Corbin,John Cena,Baron Corbin,Win,Exhibition,WWE,Singles,No Stipulation,WWE Live,WWE House Show,Non-Televised
2268,2018-10-06,Bobby Lashley & John Cena vs Elias & Kevin Owens,Bobby Lashley & John Cena,Elias & Kevin Owens,Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE Super ShowDown 2018,WWE Super ShowDown ,PPV/PLE
2267,2018-09-01,"Bobby Lashley, Finn Balor & John Cena vs Baron Corbin, Elias & Jinder Mahal","Bobby Lashley, Finn Balor & John Cena","Baron Corbin, Elias & Jinder Mahal",Win,Exhibition,WWE,3 vs 3 Tag Team,No Stipulation,WWE Live,WWE House Show,Non-Televised
2266,2018-04-27,John Cena vs Triple H,John Cena,Triple H,Win,Exhibition,WWE,Singles,No Stipulation,WWE Greatest Royal Rumble,WWE Greatest Royal Rumble,PPV/PLE
2265,2018-04-08,The Undertaker vs John Cena,The Undertaker,John Cena,Loss,Exhibition,WWE,Singles,No Stipulation,WWE WrestleMania 34,WWE WrestleMania,PPV/PLE
2264,2018-03-26,John Cena vs Kane,John Cena,Kane,Win,Exhibition,WWE,Singles,No Disqualification,WWE Monday Night RAW ,WWE Monday Night RAW,Televised
2263,2018-03-25,Roman Reigns vs John Cena,Roman Reigns,John Cena,Loss,Exhibition,WWE,Singles,No Stipulation,WWE Live Road To WrestleMania Tour,WWE House Show,Non-Televised
2262,2018-03-18,The Miz vs Elias and John Cena and Roman Reigns,The Miz,Elias and John Cena and Roman Reigns,Loss,WWE Intercontinental Championship,WWE,Fatal 4-Way,No Stipulation,WWE Live Road To WrestleMania Tour,WWE House Show,Non-Televised
2261,2018-03-17,The Miz vs Elias and John Cena and Roman Reigns,The Miz,Elias and John Cena and Roman Reigns,Loss,WWE Intercontinental Championship,WWE,Fatal 4-Way,No Stipulation,WWE Live Road To WrestleMania Tour,WWE House Show,Non-Televised
2260,2018-03-16,John Cena & Nikki Bella vs Elias & Sonya Deville,John Cena & Nikki Bella,Elias & Sonya Deville,Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE Live Road To WrestleMania Tour,WWE House Show,Non-Televised
2259,2018-03-11,AJ Styles vs Baron Corbin and Dolph Ziggler and John Cena and Kevin Owens and Sami Zayn,AJ Styles,Baron Corbin and Dolph Ziggler and John Cena and Kevin Owens and Sami Zayn,Loss,WWE Championship,WWE,6-way ,No Stipulation,WWE Fastlane 2018,WWE Fastlane ,PPV/PLE
2258,2018-03-05,John Cena vs Goldust,John Cena,Goldust,Win,Exhibition,WWE,Singles,No Stipulation,WWE Monday Night RAW ,WWE Monday Night RAW,Televised
2257,2018-03-04,Roman Reigns vs John Cena,Roman Reigns,John Cena,Loss,Exhibition,WWE,Singles,No Stipulation,WWE Live Road To WrestleMania Tour,WWE House Show,Non-Televised
2256,2018-03-03,Roman Reigns vs John Cena,Roman Reigns,John Cena,Loss,Exhibition,WWE,Singles,No Stipulation,WWE Live Road To WrestleMania Tour,WWE House Show,Non-Televised
2255,2018-02-27,John Cena vs AJ Styles,John Cena,AJ Styles,Win,Exhibition,WWE,Singles,No Stipulation,WWE SmackDown Live ,WWE SmackDown,Televised
2254,2018-02-26,John Cena & Roman Reigns vs Cesaro & Sheamus,John Cena & Roman Reigns,Cesaro & Sheamus,Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE Monday Night RAW ,WWE Monday Night RAW,Non-Televised
2253,2018-02-25,Roman Reigns vs Braun Strowman and Elias and Finn Balor and John Cena and Seth Rollins and The Miz,Roman Reigns,Braun Strowman and Elias and Finn Balor and John Cena and Seth Rollins and The Miz,Loss,Contendership,WWE,Elimination Chamber,Elimination Chamber,WWE Elimination Chamber 2018,WWE Elimination Chamber ,PPV/PLE
2252,2018-02-19,Braun Strowman vs Elias and Finn Balor and John Cena and Roman Reigns and Seth Rollins and The Miz,Braun Strowman,Elias and Finn Balor and John Cena and Roman Reigns and Seth Rollins and The Miz,Loss,Exhibition,WWE,Gauntlet,Gauntlet,WWE Monday Night RAW ,WWE Monday Night RAW,Televised
2251,2018-02-18,Roman Reigns vs John Cena,Roman Reigns,John Cena,Loss,Exhibition,WWE,Singles,No Stipulation,WWE Live Road To WrestleMania Tour,WWE House Show,Non-Televised
2250,2018-02-12,John Cena vs The Miz,John Cena,The Miz,Win,Exhibition,WWE,Singles,No Stipulation,WWE Monday Night RAW ,WWE Monday Night RAW,Televised
2249,2018-02-11,Roman Reigns vs John Cena,Roman Reigns,John Cena,Loss,Exhibition,WWE,Singles,No Stipulation,WWE Live Road To WrestleMania Tour,WWE House Show,Non-Televised
2248,2018-02-05,Elias vs Braun Strowman and John Cena,Elias,Braun Strowman and John Cena,Loss,Exhibition,WWE,Triple Threat,No Stipulation,WWE Monday Night RAW ,WWE Monday Night RAW,Televised
2247,2018-01-29,John Cena vs Finn Balor,John Cena,Finn Balor,Win,Exhibition,WWE,Singles,No Stipulation,WWE Monday Night RAW ,WWE Monday Night RAW,Televised
2246,2018-01-28,Shinsuke Nakamura vs Adam Cole and Aiden English and Andrade Almas and Apollo Crews and Baron Corbin and Big E and Bray Wyatt and Cesaro and Dolph Ziggler and Elias and Finn Balor and Goldust and Heath Slater and Jinder Mahal and John Cena and Kofi Kingston and Matt Hardy and Randy Orton and Rey Mysterio and Rhyno and Roman Reigns and Rusev and Sami Zayn and Seth Rollins and Sheamus and The Hurricane and The Miz and Titus O'Neil and Xavier Woods,Shinsuke Nakamura,Adam Cole and Aiden English and Andrade Almas and Apollo Crews and Baron Corbin and Big E and Bray Wyatt and Cesaro and Dolph Ziggler and Elias and Finn Balor and Goldust and Heath Slater and Jinder Mahal and John Cena and Kofi Kingston and Matt Hardy and Randy Orton and Rey Mysterio and Rhyno and Roman Reigns and Rusev and Sami Zayn and Seth Rollins and Sheamus and The Hurricane and The Miz and Titus O'Neil and Xavier Woods,Loss,Contendership,WWE,Royal Rumble,Royal Rumble,WWE Royal Rumble 2018,WWE Royal Rumble ,PPV/PLE
2245,2017-12-30,AJ Styles vs Jinder Mahal and John Cena,AJ Styles,Jinder Mahal and John Cena,Loss,WWE Championship,WWE,Triple Threat,No Stipulation,WWE Live Holiday Tour,WWE House Show,Non-Televised
2244,2017-12-29,Roman Reigns vs John Cena,Roman Reigns,John Cena,Loss,WWE Intercontinental Championship,WWE,Singles,No Stipulation,WWE Live Holiday Tour,WWE House Show,Non-Televised
2243,2017-12-28,Roman Reigns vs John Cena,Roman Reigns,John Cena,Loss,WWE Intercontinental Championship,WWE,Singles,No Stipulation,WWE Live Holiday Tour,WWE House Show,Non-Televised
2242,2017-12-27,Roman Reigns vs John Cena,Roman Reigns,John Cena,Loss,WWE Intercontinental Championship,WWE,Singles,No Stipulation,WWE Live Holiday Tour,WWE House Show,Non-Televised
2241,2017-12-26,Roman Reigns vs John Cena,Roman Reigns,John Cena,Loss,WWE Intercontinental Championship,WWE,Singles,No Stipulation,WWE Live Holiday Tour,WWE House Show,Non-Televised
2240,2017-12-25,John Cena vs Elias,John Cena,Elias,Win,Exhibition,WWE,Singles,No Stipulation,WWE Monday Night RAW ,WWE Monday Night RAW,Televised
2239,2017-11-19,"Team RAW (Braun Strowman, Finn Balor, Kurt Angle, Samoa Joe & Triple H) vs Team SmackDown LIVE (Bobby Roode, John Cena, Randy Orton, Shane McMahon & Shinsuke Nakamura)","Team RAW (Braun Strowman, Finn Balor, Kurt Angle, Samoa Joe & Triple H)","Team SmackDown LIVE (Bobby Roode, John Cena, Randy Orton, Shane McMahon & Shinsuke Nakamura)",Loss,Exhibition,WWE,Survivor Series Elimination,No Stipulation,WWE Survivor Series 2017,WWE Survivor Series ,PPV/PLE
2238,2017-09-24,Roman Reigns vs John Cena,Roman Reigns,John Cena,Loss,Exhibition,WWE,Singles,No Stipulation,WWE No Mercy 2017,WWE No Mercy ,PPV/PLE
2237,2017-09-23,John Cena vs Bray Wyatt,John Cena,Bray Wyatt,Win,Exhibition,WWE,Singles,No Stipulation,WWE Live,WWE House Show,Non-Televised
2236,2017-09-17,John Cena vs Rusev,John Cena,Rusev,Win,Exhibition,WWE,Singles,No Stipulation,WWE Live,WWE House Show,Non-Televised
2235,2017-09-11,John Cena vs Braun Strowman,John Cena,Braun Strowman,Win,Exhibition,WWE,Singles,No Stipulation,WWE Monday Night RAW ,WWE Monday Night RAW,Televised
2234,2017-09-04,John Cena vs Jason Jordan,John Cena,Jason Jordan,Win,Exhibition,WWE,Singles,No Stipulation,WWE Monday Night RAW ,WWE Monday Night RAW,Televised
2233,2017-09-03,John Cena vs Bray Wyatt,John Cena,Bray Wyatt,Win,Exhibition,WWE,Singles,Street Fight,WWE Live,WWE House Show,Non-Televised
2232,2017-09-02,John Cena vs Bray Wyatt,John Cena,Bray Wyatt,Win,Exhibition,WWE,Singles,Street Fight,WWE Live,WWE House Show,Non-Televised
2231,2017-09-01,John Cena vs Bray Wyatt,John Cena,Bray Wyatt,Win,Exhibition,WWE,Singles,No Stipulation,WWE Live,WWE House Show,Non-Televised
2230,2017-08-28,John Cena & Roman Reigns vs Karl Anderson & Luke Gallows,John Cena & Roman Reigns,Karl Anderson & Luke Gallows,Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE Monday Night RAW ,WWE Monday Night RAW,Televised
2229,2017-08-27,John Cena vs Bray Wyatt,John Cena,Bray Wyatt,Win,Exhibition,WWE,Singles,No Stipulation,WWE Live,WWE House Show,Non-Televised
2228,2017-08-26,John Cena vs Samoa Joe,John Cena,Samoa Joe,Win,Exhibition,WWE,Singles,No Stipulation,WWE Live,WWE House Show,Non-Televised
2227,2017-08-25,John Cena vs Samoa Joe,John Cena,Samoa Joe,Win,Exhibition,WWE,Singles,No Stipulation,WWE Live,WWE House Show,Non-Televised
2226,2017-08-21,John Cena & Roman Reigns vs Samoa Joe & The Miz,John Cena & Roman Reigns,Samoa Joe & The Miz,Win,Exhibition,WWE,2 vs 2 Tag Team,No Stipulation,WWE Monday Night RAW ,WWE Monday Night RAW,Televised
2225,2017-08-20,John Cena vs Baron Corbin,John Cena,Baron Corbin,Win,Exhibition,WWE,Singles,No Stipulation,WWE SummerSlam 2017,WWE SummerSlam ,PPV/PLE
2224,2017-08-15,John Cena vs Jinder Mahal,John Cena,Jinder Mahal,Win,Exhibition,WWE,Singles,No Stipulation,WWE SmackDown Live ,WWE SmackDown,Televised
2223,2017-08-14,John Cena vs Rusev,John Cena,Rusev,Win,Exhibition,WWE,Singles,No Stipulation,WWE Live SummerSlam Heatwave Tour,WWE House Show,Non-Televised
2222,2017-08-13,John Cena vs Rusev,John Cena,Rusev,Win,Exhibition,WWE,Singles,No Stipulation,WWE Live SummerSlam Heatwave Tour,WWE House Show,Non-Televised
2221,2017-08-12,John Cena vs Rusev,John Cena,Rusev,Win,Exhibition,WWE,Singles,No Stipulation,WWE Live SummerSlam Heatwave Tour,WWE House Show,Non-Televised
2220,2017-08-01,Shinsuke Nakamura vs John Cena,Shinsuke Nakamura,John Cena,Loss,Contendership,WWE,Singles,No Stipulation,WWE SmackDown Live ,WWE SmackDown,Televised
2219,2017-07-31,John Cena vs Rusev,John Cena,Rusev,Win,Exhibition,WWE,Singles,Street Fight,WWE Live SummerSlam Heatwave Tour,WWE House Show,Non-Televised
2218,2017-07-30,John Cena vs Rusev,John Cena,Rusev,Win,Exhibition,WWE,Singles,No Stipulation,WWE Live SummerSlam Heatwave Tour,WWE House Show,Non-Televised
2217,2017-07-29,John Cena vs Rusev,John Cena,Rusev,Win,Exhibition,WWE,Singles,Street Fight,WWE Live SummerSlam Heatwave Tour,WWE House Show,Non-Televised
2216,2017-07-25,John Cena vs Jinder Mahal,John Cena,Jinder Mahal,Win,WWE Championship,WWE,Singles,No Stipulation,WWE SmackDown Live ,WWE SmackDown,Non-Televised
